20,0.000151656,0.000762939,12
20,4.3921e-05,0.000762939,12
20,5.3111e-05,0.000762939,12
20,4.1918e-05,0.000762939,12
20,0.000186556,0.000762939,12
20,3.3619e-05,0.000762939,12
20,3.7223e-05,0.000762939,12
20,3.4369e-05,0.000762939,12
20,3.3008e-05,0.000762939,12
20,3.2238e-05,0.000762939,12
20,3.43e-05,0.000762939,12
20,3.2257e-05,0.000762939,12
20,3.4299e-05,0.000762939,12
20,3.2538e-05,0.000762939,12
20,4.0076e-05,0.000762939,12
20,6.3969e-05,0.000762939,12
20,3.2275e-05,0.000762939,12
20,3.3238e-05,0.000762939,12
20,3.1915e-05,0.000762939,12
20,3.2786e-05,0.000762939,12
20,3.2215e-05,0.000762939,12
20,0.00114199,0.000762939,12
20,0.00530063,0.000762939,12
20,0.00258027,0.000762939,12
20,3.386e-05,0.000762939,12
20,3.3419e-05,0.000762939,12
20,3.1012e-05,0.000762939,12
20,3.1483e-05,0.000762939,12
20,3.3428e-05,0.000762939,12
20,3.1213e-05,0.000762939,12
20,3.1293e-05,0.000762939,12
20,3.3168e-05,0.000762939,12
20,3.1012e-05,0.000762939,12
20,4.4909e-05,0.000762939,12
20,3.2787e-05,0.000762939,12
20,3.0801e-05,0.000762939,12
20,3.3238e-05,0.000762939,12
20,3.1333e-05,0.000762939,12
20,3.2666e-05,0.000762939,12
20,3.2928e-05,0.000762939,12
20,3.0861e-05,0.000762939,12
20,3.025e-05,0.000762939,12
20,3.2857e-05,0.000762939,12
20,3.0852e-05,0.000762939,12
20,3.0872e-05,0.000762939,12
20,8.2529e-05,0.000762939,12
20,3.026e-05,0.000762939,12
20,0.00132577,0.000762939,12
20,4.2413e-05,0.000762939,12
20,3.3559e-05,0.000762939,12
20,3.3118e-05,0.000762939,12
20,3.1454e-05,0.000762939,12
20,3.2907e-05,0.000762939,12
20,0.00147292,0.000762939,12
20,3.2406e-05,0.000762939,12
20,3.0912e-05,0.000762939,12
20,3.3408e-05,0.000762939,12
20,0.000497718,0.000762939,12
20,0.00149043,0.000762939,12
20,3.3388e-05,0.000762939,12
20,4.896e-05,0.000762939,12
20,0.000535758,0.000762939,12
20,3.3428e-05,0.000762939,12
20,0.000122765,0.000762939,12
20,3.0972e-05,0.000762939,12
20,3.2957e-05,0.000762939,12
20,3.1032e-05,0.000762939,12
20,3.0641e-05,0.000762939,12
20,3.2656e-05,0.000762939,12
20,3.0802e-05,0.000762939,12
20,3.0701e-05,0.000762939,12
20,3.2536e-05,0.000762939,12
20,3.0661e-05,0.000762939,12
20,4.556e-05,0.000762939,12
20,3.3108e-05,0.000762939,12
20,3.1924e-05,0.000762939,12
20,3.2807e-05,0.000762939,12
20,3.0751e-05,0.000762939,12
20,3.1835e-05,0.000762939,12
20,3.2827e-05,0.000762939,12
20,3.0601e-05,0.000762939,12
